Id,furniture,type,url,rate,delivery,sale,price
1523,"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-33845228.html,0.0,172.14,0%,3500.0
1524,Sofa bed,Rango,https://www.jumia.com.eg//ar/rango-bed-sofa-gray-120200-cm-16700680.html,2.3,172.14,17%,6000.0
1525,OR Two Swans Painting Handmade Diamond Indoor Wall Embroidery Decoration Multicolor,OR Two Swans Painting Handmade Diamond Indoor Wall Embroidery Decoration Multicolor,https://www.jumia.com.eg//ar/generic-or-two-swans-painting-handmade-diamond-indoor-wall-embroidery-decoration-multicolor-16398284.html,0.0,104.98,68%,440.0
1526,Small Puff Puff Bean Bag,Ariika,https://www.jumia.com.eg//ar/ariika-small-puff-puff-kids-beanbag-23133756.html,0.0,52.44,15%,920.0
1527,Momentum Carved Wooden Baby Rocking Chair,Modern Home,https://www.jumia.com.eg//ar/generic-momentum-carved-wood-baby-rocking-chair-baby-blue-40561110.html,0.0,52.44,0%,1000.0
1528,Ahda Deco Fold-able Table With Mandala Style - 34 x 44 x 45cm,Ahda Deco Fold able Table With Mandala Style      x    x   cm,https://www.jumia.com.eg//ar/ahda-deco-fold-able-table-with-mandala-style-34-x-40-x-45cm-34255305.html,0.0,172.14,0%,650.0
1529,Elastic Stretch Chair Cover Seat Covers Spandex Washable Banquet Wedding Party CUI,Elastic Stretch Chair Cover Seat Covers Spandex Washable Banquet Wedding Party CUI,https://www.jumia.com.eg//ar/generic-elastic-stretch-chair-cover-seat-covers-spandex-washable-banquet-wedding-party-cui-15714749.html,0.0,890.31,20%,2426.0
1530,Modern Table - 90X50X40Cm,Modern Table     X  X  Cm,https://www.jumia.com.eg//ar/generic-modern-table-90x50x40cm-16806533.html,0.0,172.14,0%,1350.0
1531,Modern sofa table,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-living-room-table-12012030-cm-brown-29672163.html,0.0,172.14,33%,6000.0
1532,Decorative cover for electrical outlets,Modern Home,https://www.jumia.com.eg//ar/generic-decorative-junction-box-cover-20885792.html,0.0,172.14,0%,205.0
1533,French console,Modern Home,https://www.jumia.com.eg//ar/generic-elegant-oriental-france-style-console-off-white-33190268.html,0.0,172.14,28%,6000.0
1534,"Elite Round Wooden Table, x x cm ",Modern Home,https://www.jumia.com.eg//ar/generic-table-39048015.html,0.0,172.14,0%,350.0
1535,Home Gallery White Desk,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-office-desk-125x45x150-white-26929348.html,0.0,22.23,17%,6462.0
1536,Hard Pvc Low Back Chair - Black,Hard Pvc Low Back Chair   Black,https://www.jumia.com.eg//ar/generic-hard-pvc-low-back-chair-black-28196372.html,0.0,52.44,62%,999.0
1537,Lounge Chair Covers Waterproof Outdoor Garden,Lounge Chair Covers Waterproof Outdoor Garden,https://www.jumia.com.eg//ar/generic-lounge-chair-covers-waterproof-outdoor-garden-36388981.html,0.0,268.71,35%,1080.28
1538,Multipurpose Compact Picnic Canopy Awning,Multipurpose Compact Picnic Canopy Awning,https://www.jumia.com.eg//ar/generic-ultralight-tent-floors-tarpaulin-tarpaulin-tent-pad-blue-150x210cm-28988879.html,0.0,418.19,17%,798.0
1539,Corner bed,Rango,https://www.jumia.com.eg//ar/rango-sectional-sofa-190x260-cm-brown-16649196.html,3.8,172.14,8%,6000.0
1540,Anti-pinch Door Wedge Doorstop Door Stop Stoppers,Anti pinch Door Wedge Doorstop Door Stop Stoppers,https://www.jumia.com.eg//ar/generic-animal-shape-door-stopper-heavy-duty-prevents-injuries-non-slip-cat-39671091.html,0.0,161.22,33%,441.0
1541,"Periodic Table with Real Elements Inside,Real Elements",Periodic Table with Real Elements Inside Real Elements,https://www.jumia.com.eg//ar/generic-periodic-table-with-real-elements-insidereal-elements-38577011.html,0.0,215.44,44%,995.0
1542,Children's desk,Artistico,https://www.jumia.com.eg//ar/artistico-childrens-desk-multi-use-33237301.html,0.0,172.14,16%,2500.0
1543,"Patio Chair Covers,2 Pack Waterproof Outdoor Lounge Deep",Patio Chair Covers   Pack Waterproof Outdoor Lounge Deep,https://www.jumia.com.eg//ar/generic-patio-chair-covers2-pack-waterproof-outdoor-lounge-deep-36006923.html,0.0,345.78,48%,1747.2
1544,90*40*75 - مكتب منزلي للدراسه  - ابيض,Modern Home,https://www.jumia.com.eg//ar/generic-home-studying-office-9040x75-white-38835547.html,0.0,172.14,61%,1900.0
1545,Home Gallery White Coffee Tables,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-coffee-tables-40x50x30-white-26929337.html,0.0,22.23,17%,2298.0
1546,Home Gallery white wall shelf,x   x,https://www.jumia.com.eg//ar/generic-home-gallery-wall-shelf-45x120x22-white-26929287.html,0.0,22.23,17%,1032.0
1547,Cozy Comfy Bean Bag ( ),Modern Home,https://www.jumia.com.eg//ar/cozy-comfy-beanbag-805550-40278048.html,0.0,52.44,0%,499.0
1548,Wall Mounted Folding Desk  90 X 50 Cm White X Black,Wall Mounted Folding Desk     X    Cm White X Black,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-90-x-50-cm-white-x-black-27645217.html,0.0,52.44,17%,900.0
1549,Bean Togo Grand Bean Bag Canvas Printed,Bean GO,https://www.jumia.com.eg//ar/bean2go-grand-fabric-pattern-beanbag-by-bean2go-pineapple-23513437.html,0.0,52.44,0%,1250.0
1550,MT Anti-Adhesion Wire Four-in-One Combination Pen Holder Full Hollow Design,MT Anti Adhesion Wire Four in One Combination Pen Holder Full Hollow Design,https://www.jumia.com.eg//ar/generic-mt-anti-adhesion-wire-four-in-one-combination-pen-holder-full-hollow-design-16002229.html,0.0,135.89,14%,393.0
1551,Single Seater Desk & Chair - 2Pcs,Single Seater Desk   Chair    Pcs,https://www.jumia.com.eg//ar/generic-single-seater-desk-chair-2pcs-20242289.html,0.0,52.44,0%,1750.0
1552,Natural marble box,Modern Home,https://www.jumia.com.eg//ar/generic-marble-box-size-2020-black-19912992.html,0.0,52.44,13%,600.0
1553,Sofa bed,Rango,https://www.jumia.com.eg//ar/rango-sofa-bed-new-sahara-gray-19417993.html,1.0,172.14,8%,6000.0
1554,"Home Cushion Pillow Can Be Washed Without Core Heart-shaped Pillowcase, Size: 40x50cm(White)",Home Cushion Pillow Can Be Washed Without Core Heart shaped Pillowcase  Size    x  cm White,https://www.jumia.com.eg//ar/generic-home-cushion-pillow-can-be-washed-without-core-heart-shaped-pillowcase-size-40x50cmwhite-23239419.html,0.0,296.27,34%,999.0
1555,Corner Stella,Art House            L shape,https://www.jumia.com.eg//ar/art-house-stella-l-shape-sofa-by-art-house-furniture-35067267.html,0.0,172.14,0%,55000.0
1556,Corner Bed L Shape 220*180*60 Cm,Corner Bed L Shape            Cm,https://www.jumia.com.eg//ar/generic-corner-bed-l-shape-22018060-cm-22623500.html,0.0,172.14,17%,5999.0
1557,TV stand cm,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-t.v-unit-1404264cm-brown-20577476.html,0.0,172.14,36%,4500.0
1558,bathroom unit,Beroia,https://www.jumia.com.eg//ar/beroia-bathroom-unit-27214214.html,0.0,52.44,0%,6900.0
1559,"Home office, modern design, size x x cm, brown and white PVC",Modern Home,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-8065130-cm-brown-white-38454542.html,0.0,52.44,0%,11400.0
1560,TV unit,Woplek,https://www.jumia.com.eg//ar/woplek-tv-unit-modern-36914808.html,0.0,52.44,28%,4000.0
1561,18 Pcs Self Adhesive Black Foam Table Chair Leg Pad Protector,Pcs Self Adhesive Black Foam Table Chair Leg Pad Protector,https://www.jumia.com.eg//ar/generic-18-pcs-self-adhesive-black-foam-table-chair-leg-pad-protector-31219744.html,0.0,63.64,48%,57.89
1562,OR Geometric Wooden Wall Shelf Mounted Storage Rack Organization For Bedroom Pink,OR Geometric Wooden Wall Shelf Mounted Storage Rack Organization For Bedroom Pink,https://www.jumia.com.eg//ar/generic-or-geometric-wooden-wall-shelf-mounted-storage-rack-organization-for-bedroom-pink-15694293.html,0.0,434.1,67%,2138.0
1563,Lion stainless steel table from Art House Furniture,Art House,https://www.jumia.com.eg//ar/art-house-lion-coffee-table-stainless-by-art-house-furniture-37820265.html,0.0,172.14,26%,13499.0
1564,Modern sofa table,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-living-room-table-8080-cm-brown-20649413.html,0.0,172.14,40%,4500.0
1565,Home  Studying Desk - 90x80x40 -  White,Home  Studying Desk     x  x      White,https://www.jumia.com.eg//ar/generic-home-studying-desk-90x80x40-white-38826876.html,0.0,172.14,54%,2000.0
1566,Habitat (Heaven),Habitat,https://www.jumia.com.eg//ar/habitat-heaven-pocket-coil-mattress-memory-foam-height-28cm-33193811.html,0.0,172.14,0%,11600.0
1567,Primo sofa bed from beige,Modern Home,https://www.jumia.com.eg//ar/big-brimo-sofa-bed-from-big-gray-22451656.html,0.0,172.14,13%,4500.0
1568,Foldable table,Khorshed,https://www.jumia.com.eg//ar/khorshed-folding-table-biege-28271727.html,0.0,52.44,20%,444.0
1569,"Stainless Steel Cheese Grater, Rotary Chopper, Vegetable",Stainless Steel Cheese Grater  Rotary Chopper  Vegetable,https://www.jumia.com.eg//ar/generic-stainless-steel-cheese-grater-rotary-chopper-vegetable-37613403.html,0.0,878.4,50%,4464.64
1570,20 Pieces 5.6 Mm Diameter 1.8 Mm Thickness Black Rubber,Pieces     Mm Diameter     Mm Thickness Black Rubber,https://www.jumia.com.eg//ar/generic-20-pieces-5.6-mm-diameter-1.8-mm-thickness-black-rubber-33605967.html,0.0,59.38,47%,35.38
1571,8 Pcs Color Cannot Be Specified  Shockproof Pad Door,Pcs Color Cannot Be Specified  Shockproof Pad Door,https://www.jumia.com.eg//ar/generic-8-pcs-color-cannot-be-specified-shockproof-pad-door-33592797.html,0.0,424.62,48%,2135.96
1572,Bean Togo Grand Canvas Bean Bag,Bean GO,https://www.jumia.com.eg//ar/grand-fabric-beanbag-by-bean2go-beige-bean2go-mpg888938.html,0.0,52.44,0%,1200.0
1573,OR A Type Glue material crystal pendant perforated necklace silicone mold transparent,OR A Type Glue material crystal pendant perforated necklace silicone mold transparent,https://www.jumia.com.eg//ar/generic-or-a-type-glue-material-crystal-pendant-perforated-necklace-silicone-mold-transparent-16397821.html,0.0,56.88,76%,50.0
1574,Adjustable Angle Foldable Portable Reading Book Stand Document Holder-Green,Adjustable Angle Foldable Portable Reading Book Stand Document Holder Green,https://www.jumia.com.eg//ar/generic-adjustable-angle-foldable-portable-reading-book-stand-document-holder-green-1037575.html,0.0,132.73,53%,459.0
1575,"Modern TV stand, two pieces, extending to cm",Modern Home,https://www.jumia.com.eg//ar/generic-modern-tv-stand-two-pieces-extending-to-220-cm-40529898.html,0.0,172.14,4%,2750.0
1576,Sofa bed,Rango,https://www.jumia.com.eg//ar/rango-sofa-bed-with-2-pillows-purple-120190-cm-15276052.html,3.5,172.14,18%,4000.0
1577,Office Chair - 130X65Cm - Black,Office Chair      X  Cm   Black,https://www.jumia.com.eg//ar/generic-office-chair-130x65cm-black-18972844.html,0.0,52.44,0%,4200.0
1578,8 Chair Foot Table Mat Furniture Foot Bed Leg Sofa,Chair Foot Table Mat Furniture Foot Bed Leg Sofa,https://www.jumia.com.eg//ar/generic-8-chair-foot-table-mat-furniture-foot-bed-leg-sofa-34478197.html,0.0,112.37,48%,523.94
1579,Home Gallery TV Unit Brown White,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-tv-unit-45x30x180-brownwhite-26929501.html,0.0,52.44,17%,6276.0
1580,Sofa bed,Rango,https://www.jumia.com.eg//ar/3-1-sofa-bed-dark-blue-free-buff-rango-mpg707968.html,4.0,172.14,13%,4000.0
1581,"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-gold-33965466.html,0.0,172.14,0%,3500.0
1582,"Mora medical mattress, ten years guarantee. The size is high",Modern Home,https://www.jumia.com.eg//ar/generic-medical-mattress-width-170-length-195-high-20-24394273.html,0.0,172.14,18%,4490.0
1583,Habitat (Gold),Habitat,https://www.jumia.com.eg//ar/habitat-gold-pocket-spring-mattress-120x190-height-23cm-33193843.html,0.0,172.14,0%,3349.0
1584,Elastic Fitted Cover Cloth Dining Tables 40 inch,Elastic Fitted Cover Cloth Dining Tables    inch,https://www.jumia.com.eg//ar/generic-100cm40in-round-fitted-table-cloth-table-cover-backed-vinyl-gray-22432342.html,0.0,340.5,17%,1069.0
1585,Brown coffee table with metal legs,Hub Furniture,https://www.jumia.com.eg//ar/hub-furniture-k015-coffee-table-30370625.html,0.0,172.14,0%,2500.0
1586,Airport sofa,Master,https://www.jumia.com.eg//ar/metal-sofa-3-seats-master-mpg710702.html,0.0,52.44,0%,5700.0
1587,sewing machine dust cover with storage pockets,sewing machine dust cover with storage pockets,https://www.jumia.com.eg//ar/generic-polka-dot-large-capacity-sewing-machine-bag-travel-portable-storage-38703628.html,0.0,605.72,33%,2366.0
1588,Duco crackling in wood sterling,Modern Home,https://www.jumia.com.eg//ar/generic-dokus-patter-in-wood-ester-28789483.html,0.0,172.14,19%,1100.0
1589,"Florida cupboard, one door, Khurshid",Khorshed,https://www.jumia.com.eg//ar/khorshed-khorshid-wardrobe-florida-3-shelves-28072098.html,0.0,172.14,33%,1999.0
1590,A practical folding desk on any wall,Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-practical-folding-desk-26537612.html,0.0,172.14,55%,4400.0
1591,Home Gallery Gray Wall Shelf,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-floating-shelf-120x20-gray-26929238.html,0.0,22.23,17%,390.0
1592,Bean Bag XL,Homztown,https://www.jumia.com.eg//ar/homztown-x-large-beanbag-pink-23447208.html,0.0,52.44,32%,1200.0
1593,"Aluminum Coffee Lid,for Nespresso Vertuoline Coffee Capsule",Aluminum Coffee Lid for Nespresso Vertuoline Coffee Capsule,https://www.jumia.com.eg//ar/generic-aluminum-coffee-lidfor-nespresso-vertuoline-coffee-capsule-30146612.html,0.0,109.42,50%,308.0
1594,Corner bed rich from beige,Arikaty,https://www.jumia.com.eg//ar/arikaty-rich-corner-bed-turquoise-27302000.html,0.0,172.14,8%,5999.0
1595,A3 Magnetic Whiteboard Sheet For Kitchen Fridge With 8,A  Magnetic Whiteboard Sheet For Kitchen Fridge With,https://www.jumia.com.eg//ar/generic-a3-magnetic-whiteboard-sheet-for-kitchen-fridge-with-8-33688362.html,0.0,208.65,45%,973.38
1596,OR Transparent Clothing Dust-proof Hanging Pocket Black,OR Transparent Clothing Dust proof Hanging Pocket Black,https://www.jumia.com.eg//ar/generic-or-transparent-clothing-dust-proof-hanging-pocket-black-18471878.html,0.0,38.58,69%,239.0
1597,Star Curtains Stars Blackout Curtains For Kids Girls,Star Curtains Stars Blackout Curtains For Kids Girls,https://www.jumia.com.eg//ar/generic-star-curtains-stars-blackout-curtains-for-kids-girls-20250804.html,0.0,463.51,50%,2222.0
1598,Coffee corner,Modern Home,https://www.jumia.com.eg//ar/generic-for-mothers-day-ramdan-handmade-coffee-corner-34343465.html,0.0,172.14,12%,2160.0
1599,Nordic Modern Style Coffee Book Table Bedside Table Mini,Nordic Modern Style Coffee Book Table Bedside Table Mini,https://www.jumia.com.eg//ar/generic-nordic-modern-style-coffee-book-table-bedside-table-mini-37350559.html,0.0,568.22,44%,2509.0
1600,Habitat (Gold),Habitat,https://www.jumia.com.eg//ar/habitat-gold-pocket-spring-mattress-150x195-height-23cm-33193839.html,0.0,172.14,0%,4186.0
1601,Rango Bed Sofa - Coffe Latte,Rango Bed Sofa   Coffe Latte,https://www.jumia.com.eg//ar/rango-bed-sofa-coffe-latte-21308258.html,0.0,172.14,17%,6000.0
1602,Portable Storage Box Mobile Phone Data Line Earphone Bag Orange Orange,Portable Storage Box Mobile Phone Data Line Earphone Bag Orange Orange,https://www.jumia.com.eg//ar/generic-portable-storage-box-mobile-phone-data-line-earphone-bag-orange-orange-15162287.html,0.0,29.7,81%,264.0
1603,Cupboard Cabinet Drawer Vintage Lion Head Ring Pull Knob Handle 5 Pcs,Cupboard Cabinet Drawer Vintage Lion Head Ring Pull Knob Handle   Pcs,https://www.jumia.com.eg//ar/generic-cupboard-cabinet-drawer-vintage-lion-head-ring-pull-knob-handle-5-pcs-31228756.html,0.0,91.25,48%,415.4
1604,OR 3D Diamond Painting Bridge Embroidery Rhinestone Cross Stitch Kit Multi-color,OR  D Diamond Painting Bridge Embroidery Rhinestone Cross Stitch Kit Multi color,https://www.jumia.com.eg//ar/generic-or-3d-diamond-painting-bridge-embroidery-rhinestone-cross-stitch-kit-multi-color-16397515.html,0.0,101.65,68%,413.0
1605,General Home  Studying Desk - 90x80x40 -  White,General Home  Studying Desk     x  x      White,https://www.jumia.com.eg//ar/general-home-studying-desk-90x80x40-white-38826901.html,0.0,172.14,46%,1700.0
1606,"Bambino desk for children, plastic, suitable for both sexes",El Helal W El Negma,https://www.jumia.com.eg//ar/el-helal-w-el-negma-childrens-desk-table-bambino-blue-27276867.html,0.0,10.83,0%,420.0
1607,Family Mat Ramie Insulation Mat Round Placemat Carpet,Family Mat Ramie Insulation Mat Round Placemat Carpet,https://www.jumia.com.eg//ar/generic-family-mat-ramie-insulation-mat-round-placemat-carpet-37619564.html,0.0,76.0,50%,127.36
1608,Habitat (Gold),Habitat,https://www.jumia.com.eg//ar/habitat-gold-pocket-spring-mattress-160x200-height-23cm-33193837.html,0.0,172.14,0%,4464.0
1609,6801 Thin Parts Deep Groove Ball Bearings Ball Bearing 12 X,Thin Parts Deep Groove Ball Bearings Ball Bearing    X,https://www.jumia.com.eg//ar/generic-6801-thin-parts-deep-groove-ball-bearings-ball-bearing-12-x-33614247.html,0.0,61.66,47%,46.9
1610,1/12 Dollhouse Furniture Fabric Double Sofa for 1/12 Dolls House,Dollhouse Furniture Fabric Double Sofa for      Dolls House,https://www.jumia.com.eg//ar/generic-112-dollhouse-furniture-fabric-double-sofa-for-112-dolls-house-34526724.html,0.0,157.69,47%,746.38
1611,Taupe Recliner Footwear,Hub Furniture,https://www.jumia.com.eg//ar/hub-furniture-taupe-dark-gray-recliner-30903942.html,0.0,52.44,0%,10000.0
1612,Khorshed Folding Table - Biege,Khorshed Folding Table   Biege,https://www.jumia.com.eg//ar/khorshed-folding-table-biege-27982474.html,0.0,52.44,16%,425.0
1613,Modern Home Office Desk - 90*40 - White/Red,Modern Home Office Desk           White Red,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-whitered-38835540.html,0.0,52.44,59%,2000.0
1614,Foldable multifunctional small storage box Organizer Cosmetic Storage Case,Foldable multifunctional small storage box Organizer Cosmetic Storage Case,https://www.jumia.com.eg//ar/generic-foldable-multifunctional-small-storage-box-organizer-cosmetic-storage-case-15322969.html,0.0,143.66,22%,458.0
1615,1 Pcs Folding Washable Lint Dust Reusable Hair Remover,Pcs Folding Washable Lint Dust Reusable Hair Remover,https://www.jumia.com.eg//ar/generic-1-pcs-folding-washable-lint-dust-reusable-hair-remover-37672551.html,0.0,76.0,50%,127.36
1616,Home Gallery Sturdy Metal Office Table Gray,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-strong-gray-metal-office-desk-gray-120x60-27526534.html,0.0,52.44,17%,1854.0
1617,Habitat (Prize),Habitat,https://www.jumia.com.eg//ar/habitat-breeze-pocket-coil-mattress-latex-height-28cm-33193817.html,0.0,172.14,0%,13200.0
1618,Corner bed,Rango,https://www.jumia.com.eg//ar/corner-bed-grey-rango-mpg888485.html,3.0,172.14,8%,6000.0
1619,Homztown Regular Beanbag,Homztown Regular Beanbag,https://www.jumia.com.eg//ar/homztown-regular-beanbag-23551083.html,0.0,52.44,42%,880.0
1620,Homztown Mega Chair,Homztown Mega Chair,https://www.jumia.com.eg//ar/homztown-mega-chair-23551105.html,3.0,52.44,33%,2400.0
1621,"Distinctive TV stand, size in cm high",Marfy Touch,https://www.jumia.com.eg//ar/marfy-touch-modern-t.v-unit-215x180x45-cm-brownoff-white-23014707.html,0.0,52.44,43%,10000.0
1622,Outdoor Portable Foldable EVA Foam Waterproof Garden Cushion Seat Pad Chair Blue,Outdoor Portable Foldable EVA Foam Waterproof Garden Cushion Seat Pad Chair Blue,https://www.jumia.com.eg//ar/generic-outdoor-portable-foldable-eva-foam-waterproof-garden-cushion-seat-pad-chair-blue-20874290.html,0.0,41.17,54%,179.0
1623,Bean Togo Grand Bean Bag Waterproof,Bean GO,https://www.jumia.com.eg//ar/bean2go-grand-pvc-beanbag-by-bean2go-navy-blue-31837884.html,0.0,52.44,0%,1250.0
1624,Sidra Sporty Puff Water Proof,Sedra,https://www.jumia.com.eg//ar/sedra-sedra-sporty-buff-lithear-21300657.html,0.0,52.44,0%,620.0
1625,Elegant Oriental Table - Arabic Style - Multicolor,Elegant Oriental Table   Arabic Style   Multicolor,https://www.jumia.com.eg//ar/generic-elegant-oriental-table-arabic-style-multicolor-29865060.html,0.0,172.14,0%,6500.0
1626,"Modern capton bed, cm wood",At Home,https://www.jumia.com.eg//ar/at-home-stylish-modern-captain-bed-165160205cm-31976560.html,0.0,172.14,0%,6417.0
1627,Red Standard Bean Bag,Homztown,https://www.jumia.com.eg//ar/homztown-standard-beanbag-red-23447217.html,0.0,52.44,41%,1200.0
1628,Universal 120*180cm Pet Dog Cat Couch Seat Sofa Cushion Pad Protector Cover Slipcover CUI,Universal        cm Pet Dog Cat Couch Seat Sofa Cushion Pad Protector Cover Slipcover CUI,https://www.jumia.com.eg//ar/universal-120180cm-pet-dog-cat-couch-seat-sofa-cushion-pad-protector-cover-slipcover-cui-15717631.html,1.0,768.58,20%,2015.0
1629,Wall Folding Desk x cm Beige,Modern Home,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-120-x-60-cm-beige-26929436.html,0.0,52.44,17%,1050.0
1630,Rango Sofa Bed - 210x120 Cm - Cashmere,Rango Sofa Bed      x    Cm   Cashmere,https://www.jumia.com.eg//ar/rango-sofa-bed-210x120-cm-cashmere-17035908.html,0.0,172.14,8%,6000.0
1631,one insert,General,https://www.jumia.com.eg//ar/general-luxury-unite-drawers-brown-33189718.html,0.0,172.14,8%,5000.0
1632,1/12 Wooden 6-Panel Single Door Frame Model Miniature Doll House DIY Decoration Kitchen Game Party Toys for Dollhouse,Wooden   Panel Single Door Frame Model Miniature Doll House DIY Decoration Kitchen Game Party Toys for Dollhouse,https://www.jumia.com.eg//ar/generic-112-wooden-6-panel-single-door-frame-model-miniature-doll-house-diy-decoration-kitchen-game-party-toys-for-dollhouse-34688292.html,0.0,87.88,48%,397.71
1634,Safir Diana table,Safeer,https://www.jumia.com.eg//ar/safeer-diana-table-small-folding-table-plastic-leg-brown-41341747.html,0.0,172.14,0%,219.0
1635,Desk with drawer,Artistico,https://www.jumia.com.eg//ar/artistico-office-desk-with-drawer-120cm-20239806.html,0.0,52.44,18%,5500.0
1636,Crystal mattress,Global,https://www.jumia.com.eg//ar/global-crystala-mattress-width-150-height-30-cm-29272444.html,0.0,172.14,0%,5160.0
1637,Modern desk with side shelves,General,https://www.jumia.com.eg//ar/general-office-with-side-shelves-white-100-cm-38822927.html,0.0,52.44,54%,2000.0
1638,OR Diamond Cross Stitch 5D Painting Full Of Diamonds Landscape Scenery E641 Landscape scenery,OR Diamond Cross Stitch  D Painting Full Of Diamonds Landscape Scenery E    Landscape scenery,https://www.jumia.com.eg//ar/generic-or-diamond-cross-stitch-5d-painting-full-of-diamonds-landscape-scenery-e641-landscape-scenery-16399301.html,0.0,113.12,68%,506.0
1639,"Formula Dispenser, Baby Milk Powder Dispenser and Snack",Formula Dispenser  Baby Milk Powder Dispenser and Snack,https://www.jumia.com.eg//ar/generic-formula-dispenser-baby-milk-powder-dispenser-and-snack-30358300.html,0.0,80.93,50%,154.0
1640,Black office chair,Modern Home,https://www.jumia.com.eg//ar/generic-office-chair-black-3b-30925019.html,0.0,52.44,0%,1288.0
1641,Vintage Antique Drawer Handle Home Kitchen Cabinet Hardware Cup Pull Handle Green Bronze,Vintage Antique Drawer Handle Home Kitchen Cabinet Hardware Cup Pull Handle Green Bronze,https://www.jumia.com.eg//ar/generic-vintage-antique-drawer-handle-home-kitchen-cabinet-hardware-cup-pull-handle-green-bronze-31222706.html,0.0,24.71,48%,71.56
1642,"Home Gallery TV unit made of natural wood, beige",Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-natural-wood-tv-unit-30x35x120-brown-40814393.html,0.0,172.14,17%,3948.0
1643,Sidra Sporty Puff Water Proof,Sedra,https://www.jumia.com.eg//ar/sedra-sedra-sporty-buff-leather-21300662.html,0.0,52.44,0%,620.0
1644,Mat  Diameter 90CM Home Furnishing Carpet,Mat  Diameter   CM Home Furnishing Carpet,https://www.jumia.com.eg//ar/generic-mat-diameter-90cm-home-furnishing-carpet-30375107.html,0.0,766.17,30%,2755.0
1645,Medical chair with movable arms and lumbar support,Sarcomisr,https://www.jumia.com.eg//ar/sarcomisr-ergonomic-adjustable-office-chair-red-19021046.html,2.0,52.44,0%,2815.0
1646,"Modern capton bed, cm wood",Modern Home,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-26707656.html,0.0,172.14,0%,3400.0
1647,Home Gallery white wall shelf,Modern Home,https://www.jumia.com.eg//ar/generic-home-gallery-wall-shelf-90x50x15-white-26929268.html,0.0,22.23,17%,486.0
1648,"Tri-Holder Filter,Sink Strainer Bag Sink Net,Triangular",Tri Holder Filter Sink Strainer Bag Sink Net Triangular,https://www.jumia.com.eg//ar/generic-tri-holder-filtersink-strainer-bag-sink-nettriangular-37615408.html,0.0,132.24,50%,431.36
1649,Tia table set from Art House Furniture,Art House,https://www.jumia.com.eg//ar/art-house-tia-coffee-table-by-art-house-furniture-3-tables-37820280.html,0.0,172.14,23%,12499.0
1650,desk without drawers,Artistico,https://www.jumia.com.eg//ar/artistico-office-desk-120cm-18972319.html,3.0,52.44,23%,3000.0
1651,Metal desk,Artistico,https://www.jumia.com.eg//ar/artistico-metal-desk-120-cm-19336926.html,5.0,52.44,22%,3000.0
1652,Chair,Sarcomisr,https://www.jumia.com.eg//ar/sarcomisr-chair-black-803209.html,3.0,52.44,0%,1660.0
1653,Wall Mounted Folding Desk  60 X 40 Cm Gray X GRAY,Wall Mounted Folding Desk     X    Cm Gray X GRAY,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-60-x-40-cm-gray-x-gray-27645422.html,0.0,52.44,17%,546.0
1654,Self Adhesive Swivel Casters Small Directional Furniture Caster Cut,Modern Home,https://www.jumia.com.eg//ar/generic-4-pcs-self-adhesive-swivel-casters-small-furniture-wheel-directional-new-29272257.html,0.0,52.44,10%,45.0
1655,Queen bean bag black leather,Homztown,https://www.jumia.com.eg//ar/homztown-queen-bean-bag-leather-black-23551144.html,0.0,52.44,30%,1950.0
1656,Sofa bed,Rango,https://www.jumia.com.eg//ar/sofa-bed-120190-cm-grey-rango-mpg707993.html,0.0,172.14,20%,4000.0
1657,Golden stainless steel table,Modern Home,https://www.jumia.com.eg//ar/sola-golden-stainless-steel-table-turkish-white-marble-from-sola-37973053.html,0.0,172.14,0%,4299.0
1658,Epoch Sylvanian Families furniture Fashionable accessory set Ka-315,Epoch Sylvanian Families furniture Fashionable accessory set Ka,https://www.jumia.com.eg//ar/epoch-sylvanian-families-furniture-fashionable-accessory-set-ka-315-28215633.html,0.0,235.79,0%,608.0
1659,Capotone fabric pouffe,Rango,https://www.jumia.com.eg//ar/rango-capitone-fabric-pouf-50-x-50-dark-blue-16578213.html,0.0,52.44,0%,750.0
